rolls/buns;tea;;;
light bulbs;;;;
rolls/buns;newspapers;;;
meat;tropical fruit;beverages;sweet spreads;shopping bags
root vegetables;herbs;frozen vegetables;bottled water;shopping bags
tropical fruit;zwieback;bottled water;;
citrus fruit;tropical fruit;pip fruit;berries;bottled water
whole milk;beverages;frozen meals;frozen dessert;
margarine;napkins;;;
hamburger meat;whole milk;ice cream;domestic eggs;white bread
dessert;rolls/buns;bottled water;specialty bar;
beef;whipped/sour cream;napkins;;
other vegetables;beverages;domestic eggs;brown bread;pastry
tropical fruit;other vegetables;whole milk;mustard;bottled water
chicken;beef;citrus fruit;tropical fruit;pip fruit
brown bread;fruit/vegetable juice;newspapers;shopping bags;
sausage;hamburger meat;whole milk;pastry;shopping bags
hamburger meat;whole milk;curd;rolls/buns;Instant food products
pork;root vegetables;onions;other vegetables;yogurt
sausage;citrus fruit;tropical fruit;pip fruit;flour
soda;;;;
sweet spreads;soda;waffles;;
pastry;instant coffee;;;
other vegetables;whole milk;pastry;flour;margarine
root vegetables;whole milk;yogurt;jam;bottled water
whipped/sour cream;pastry;canned fish;soda;waffles
whole milk;hard cheese;coffee;;
whole milk;whipped/sour cream;specialty cheese;domestic eggs;dog food
citrus fruit;whole milk;butter;pastry;semi-finished bread
other vegetables;whipped/sour cream;;;
pork;root vegetables;sliced cheese;frozen vegetables;frozen potato products
pip fruit;onions;whole milk;;
bottled beer;;;;
other vegetables;;;;
whole milk;curd;yogurt;whipped/sour cream;canned vegetables
pastry;soda;;;
sausage;brown bread;meat spreads;canned fish;
sausage;liver loaf;specialty cheese;soda;
salty snack;;;;
dessert;;;;
pork;hamburger meat;herbs;yogurt;hard cheese
frankfurter;sausage;tropical fruit;whole milk;frozen fish
butter;;;;
other vegetables;white bread;margarine;canned beer;rum
liver loaf;rolls/buns;soda;;
frankfurter;sausage;hard cheese;soda;nut snack
whole milk;curd;butter milk;beverages;tidbits
frankfurter;chicken;brown bread;oil;
root vegetables;bottled water;bottled beer;;
soda;;;;
butter;yogurt;whipped/sour cream;;
cat food;bottled water;white wine;shopping bags;
chewing gum;;;;
berries;root vegetables;whole milk;whipped/sour cream;shopping bags
other vegetables;;;;
yogurt;rolls/buns;;;
tropical fruit;other vegetables;whole milk;fruit/vegetable juice;long life bakery product
whole milk;;;;
curd;canned beer;waffles;candy;
whole milk;butter;hard cheese;white wine;
bottled water;;;;
soda;chocolate;specialty chocolate;;
sausage;ham;citrus fruit;other vegetables;butter
oil;fruit/vegetable juice;;;
hamburger meat;whole milk;whipped/sour cream;;
onions;yogurt;frozen vegetables;;
pork;cat food;;;
pip fruit;yogurt;sliced cheese;frozen vegetables;domestic eggs
pork;beef;root vegetables;curd;sliced cheese
citrus fruit;pip fruit;;;
yogurt;pastry;;;
frankfurter;other vegetables;yogurt;beverages;hard cheese
frankfurter;ham;pip fruit;domestic eggs;
brown bread;;;;
root vegetables;herbs;other vegetables;yogurt;brandy
dish cleaner;napkins;;;
yogurt;organic products;shopping bags;;
sausage;pip fruit;other vegetables;yogurt;mustard
sauces;specialty chocolate;;;
brown bread;pastry;pasta;;
citrus fruit;tropical fruit;whole milk;butter milk;beverages
cream cheese ;ice cream;white bread;specialty chocolate;
beverages;soft cheese;rolls/buns;sugar;misc. beverages
curd;whipped/sour cream;pudding powder;candy;flower (seeds)
ice cream;chocolate marshmallow;;;
hard cheese;soda;;;
detergent;decalcifier;hygiene articles;;
bottled water;soda;bottled beer;dental care;
soda;specialty bar;;;
pip fruit;other vegetables;whipped/sour cream;oil;
whole milk;butter milk;yogurt;;
waffles;;;;
sausage;other vegetables;dessert;canned vegetables;
chicken;pip fruit;UHT-milk;bottled water;bottled beer
beverages;rolls/buns;;;
ice cream;frozen dessert;salty snack;;
butter;sliced cheese;misc. beverages;fruit/vegetable juice;
beverages;waffles;;;
frankfurter;tropical fruit;dessert;rolls/buns;brown bread
detergent;;;;
sausage;citrus fruit;pip fruit;whole milk;curd
chicken;other vegetables;whole milk;cream cheese ;hygiene articles
yogurt;bottled beer;liquor (appetizer);chewing gum;
whole milk;yogurt;oil;bottled water;bottled beer
yogurt;bottled water;;;
whipped/sour cream;;;;
whole milk;yogurt;hard cheese;rolls/buns;bottled water
citrus fruit;whole milk;butter milk;yogurt;baking powder
whole milk;;;;
citrus fruit;flour;pasta;margarine;sugar
pork;other vegetables;whole milk;canned fish;coffee
beverages;;;;
UHT-milk;hygiene articles;cling film/bags;newspapers;
beef;whole milk;frozen vegetables;sweet spreads;candy
other vegetables;;;;
whole milk;yogurt;rolls/buns;bottled water;
frankfurter;citrus fruit;tropical fruit;other vegetables;whole milk
yogurt;rolls/buns;pastry;soda;
canned beer;;;;
canned beer;;;;
other vegetables;yogurt;whipped/sour cream;newspapers;
frankfurter;sausage;other vegetables;brown bread;flour
canned beer;;;;
pork;herbs;other vegetables;processed cheese;cake bar
frankfurter;whole milk;yogurt;processed cheese;ice cream
chocolate;specialty bar;;;
citrus fruit;tropical fruit;fruit/vegetable juice;;
specialty fat;sugar;cat food;;
spread cheese;rolls/buns;brown bread;soda;
whole milk;beverages;bottled water;cake bar;newspapers
whole milk;pastry;;;
whole milk;pastry;;;
hygiene articles;;;;
beef;citrus fruit;root vegetables;whole milk;rolls/buns
meat;beef;root vegetables;butter;flour
beef;other vegetables;whole milk;rolls/buns;
pip fruit;whole milk;yogurt;;
other vegetables;rolls/buns;;;
hamburger meat;yogurt;rolls/buns;artif. sweetener;sauces
rolls/buns;specialty chocolate;;;
instant coffee;;;;
canned beer;;;;
pork;rolls/buns;soda;;
pork;beverages;flour;margarine;bottled beer
tropical fruit;berries;root vegetables;whole milk;yogurt
whole milk;cat food;bottled water;napkins;
frankfurter;meat;berries;root vegetables;butter
beverages;processed cheese;;;
pip fruit;rolls/buns;sugar;sauces;newspapers
pip fruit;root vegetables;other vegetables;whole milk;yogurt
frankfurter;sausage;meat;pip fruit;yogurt
sausage;pip fruit;bottled water;;
long life bakery product;;;;
bottled water;;;;
beef;root vegetables;other vegetables;whipped/sour cream;
domestic eggs;dish cleaner;hygiene articles;;
oil;margarine;bottled water;red/blush wine;waffles
meat;tropical fruit;pip fruit;other vegetables;butter
processed cheese;rolls/buns;soda;;
sausage;pork;spread cheese;frozen vegetables;pastry
citrus fruit;curd;;;
frozen vegetables;;;;
sausage;rolls/buns;shopping bags;;
pastry;candles;;;
pork;hamburger meat;;;
berries;other vegetables;whole milk;whipped/sour cream;
whole milk;yogurt;whipped/sour cream;sugar;
ham;rolls/buns;;;
packaged fruit/vegetables;processed cheese;frozen vegetables;bottled water;fruit/vegetable juice
packaged fruit/vegetables;;;;
rolls/buns;canned beer;;;
whole milk;butter milk;domestic eggs;;
whole milk;;;;
sausage;pork;berries;other vegetables;whole milk
white bread;flour;oil;sugar;coffee
rolls/buns;bottled water;;;
bottled water;;;;
other vegetables;soda;bottled beer;shopping bags;
frankfurter;rolls/buns;napkins;;
frankfurter;rolls/buns;salt;canned beer;newspapers
frankfurter;butter;rolls/buns;semi-finished bread;misc. beverages
rolls/buns;pastry;soda;;
sausage;coffee;bottled water;;
brown bread;bottled water;bottled beer;;
UHT-milk;margarine;bottled water;soda;
pip fruit;yogurt;;;
whole milk;coffee;;;
processed cheese;;;;
hamburger meat;root vegetables;other vegetables;whole milk;rolls/buns
beef;root vegetables;herbs;curd;rolls/buns
whole milk;brown bread;bottled beer;;
hamburger meat;citrus fruit;other vegetables;whole milk;curd
pasta;fruit/vegetable juice;;;
tropical fruit;butter;brown bread;;
whole milk;bottled water;;;
sausage;;;;
rolls/buns;soda;specialty bar;;
sliced cheese;rolls/buns;canned beer;;
rolls/buns;fruit/vegetable juice;long life bakery product;newspapers;
sausage;;;;
pastry;fruit/vegetable juice;;;
rolls/buns;soda;;;
pork;beef;whole milk;condensed milk;domestic eggs
other vegetables;UHT-milk;rolls/buns;pastry;bottled water
domestic eggs;soda;;;
ham;beef;citrus fruit;tropical fruit;cream cheese 
soda;canned beer;;;
specialty chocolate;;;;
pork;;;;
other vegetables;;;;
onions;whole milk;butter;frozen fish;
tropical fruit;rolls/buns;bottled water;;
pip fruit;whole milk;curd;whipped/sour cream;salt
sausage;hamburger meat;tropical fruit;cream cheese ;fruit/vegetable juice
rolls/buns;;;;
hamburger meat;root vegetables;other vegetables;roll products ;
citrus fruit;tropical fruit;pip fruit;pastry;coffee
whole milk;yogurt;frozen potato products;brown bread;napkins
root vegetables;other vegetables;;;
chewing gum;;;;
beef;root vegetables;;;
rolls/buns;;;;
citrus fruit;shopping bags;;;
snack products;chocolate;;;
sausage;ham;chicken;turkey;cake bar
mustard;;;;
sausage;pork;soda;;
frozen meals;frozen fish;chocolate;;
sausage;citrus fruit;other vegetables;yogurt;hard cheese
spread cheese;rolls/buns;;;
sausage;rolls/buns;soda;;
herbs;whole milk;;;
tropical fruit;other vegetables;;;
frankfurter;meat;hamburger meat;citrus fruit;whole milk
domestic eggs;margarine;bottled water;;
sausage;other vegetables;;;
citrus fruit;tropical fruit;other vegetables;whole milk;yogurt
pip fruit;root vegetables;butter milk;frozen vegetables;rolls/buns
onions;yogurt;flour;sugar;bottled water
frankfurter;domestic eggs;rolls/buns;;
shopping bags;;;;
bottled beer;;;;
frankfurter;root vegetables;onions;condensed milk;mayonnaise
whole milk;spread cheese;;;
soda;hygiene articles;napkins;;
beef;herbs;other vegetables;whole milk;dessert
bottled water;chocolate;;;
sausage;;;;
ice cream;;;;
tropical fruit;cat food;bottled water;soda;bottled beer
whole milk;frozen vegetables;;;
yogurt;pastry;canned beer;red/blush wine;
herbs;misc. beverages;shopping bags;;
whole milk;tea;bottled beer;napkins;cling film/bags
meat;curd;white bread;;
frankfurter;pip fruit;other vegetables;whole milk;butter
citrus fruit;whole milk;yogurt;softener;hygiene articles
canned beer;candy;;;
chicken;soda;canned beer;liquor (appetizer);newspapers
yogurt;waffles;;;
beef;yogurt;spread cheese;margarine;salty snack
whipped/sour cream;candy;;;
pip fruit;root vegetables;whole milk;whipped/sour cream;processed cheese
frankfurter;whole milk;rolls/buns;pastry;soda
soda;;;;
pip fruit;yogurt;bottled water;canned beer;chewing gum
citrus fruit;tropical fruit;whipped/sour cream;rolls/buns;candy
whole milk;;;;
root vegetables;onions;other vegetables;whole milk;whipped/sour cream
sausage;whipped/sour cream;white bread;baking powder;
liver loaf;ham;pip fruit;root vegetables;other vegetables
soda;;;;
root vegetables;liquor;shopping bags;;
other vegetables;cream cheese ;white bread;jam;coffee
tropical fruit;whole milk;spread cheese;cat food;coffee
butter;oil;cling film/bags;;
sausage;pip fruit;hard cheese;rolls/buns;soda
butter;;;;
whole milk;brown bread;chocolate;house keeping products;newspapers
other vegetables;whole milk;whipped/sour cream;specialty cheese;white bread
whole milk;yogurt;pastry;soda;misc. beverages
white bread;;;;
pork;;;;
whipped/sour cream;sliced cheese;frozen dessert;hygiene articles;napkins
yogurt;frozen fish;ice cream;;
butter milk;tea;fruit/vegetable juice;bottled beer;red/blush wine
yogurt;whipped/sour cream;hard cheese;ketchup;
other vegetables;whole milk;coffee;;
pastry;;;;
yogurt;rolls/buns;misc. beverages;;
citrus fruit;whole milk;butter;yogurt;zwieback
condensed milk;coffee;;;
root vegetables;pastry;;;
other vegetables;oil;;;
citrus fruit;rolls/buns;snack products;;
frankfurter;photo/film;;;
sausage;;;;
other vegetables;;;;
herbs;;;;
ham;pip fruit;other vegetables;cream cheese ;pastry
root vegetables;yogurt;beverages;flour;
soda;;;;
sausage;beef;hamburger meat;yogurt;soft cheese
frankfurter;pip fruit;frozen vegetables;fruit/vegetable juice;nut snack
bottled water;;;;
meat;citrus fruit;whole milk;spread cheese;
ham;root vegetables;butter;bottled water;white wine
sugar;canned beer;;;
chicken;citrus fruit;tropical fruit;root vegetables;other vegetables
UHT-milk;domestic eggs;sugar;fruit/vegetable juice;newspapers
beef;yogurt;rolls/buns;cat food;napkins
ham;domestic eggs;brown bread;bottled water;chocolate marshmallow
rolls/buns;zwieback;chocolate marshmallow;dishes;
citrus fruit;yogurt;pastry;salt;margarine
citrus fruit;tropical fruit;whole milk;yogurt;rolls/buns
cat food;coffee;;;
hard cheese;honey;candy;;
frankfurter;other vegetables;whole milk;yogurt;cream cheese 
bottled beer;;;;
yogurt;spread cheese;rolls/buns;soda;canned beer
frankfurter;sausage;chicken;other vegetables;frozen meals
rolls/buns;soda;newspapers;;
whole milk;beverages;bottled water;soda;cake bar
meat;beef;onions;white wine;dishes
curd;napkins;;;
beverages;white bread;pastry;newspapers;shopping bags
frankfurter;whole milk;UHT-milk;hard cheese;mayonnaise
sausage;pork;beef;root vegetables;butter
sausage;pip fruit;whole milk;rolls/buns;soda
meat;other vegetables;;;
sausage;tropical fruit;pip fruit;rolls/buns;pastry
whole milk;rolls/buns;pastry;;
canned beer;;;;
frankfurter;citrus fruit;tropical fruit;pip fruit;other vegetables
long life bakery product;;;;
pork;butter;hard cheese;cream cheese ;
pip fruit;other vegetables;whole milk;butter;curd
bottled beer;;;;
pork;tropical fruit;root vegetables;onions;other vegetables
bottled water;white wine;newspapers;;
whole milk;domestic eggs;brown bread;photo/film;
curd;dessert;soda;fruit/vegetable juice;candy
tropical fruit;pip fruit;UHT-milk;rolls/buns;pastry
pip fruit;other vegetables;whole milk;yogurt;brown bread
chicken;beef;tropical fruit;root vegetables;onions
whole milk;newspapers;;;
citrus fruit;other vegetables;yogurt;spread cheese;rolls/buns
canned beer;;;;
pip fruit;nuts/prunes;root vegetables;condensed milk;rolls/buns
photo/film;;;;
root vegetables;other vegetables;frozen vegetables;;
frankfurter;tropical fruit;root vegetables;whole milk;butter
yogurt;white wine;red/blush wine;;
UHT-milk;ice cream;domestic eggs;oil;soda
organic sausage;chicken;citrus fruit;grapes;other vegetables
whole milk;whipped/sour cream;;;
meat;root vegetables;whole milk;newspapers;
pork;;;;
coffee;;;;
soft cheese;hard cheese;bottled water;soda;liquor (appetizer)
sausage;other vegetables;yogurt;mayonnaise;rolls/buns
sausage;citrus fruit;pip fruit;whole milk;cream cheese 
finished products;misc. beverages;;;
whole milk;frozen meals;rolls/buns;margarine;
curd;yogurt;;;
coffee;fruit/vegetable juice;;;
tropical fruit;herbs;whole milk;yogurt;whipped/sour cream
soda;;;;
whole milk;curd;brown bread;;
bottled beer;;;;
oil;;;;
hamburger meat;tropical fruit;;;
yogurt;rolls/buns;meat spreads;soda;
pork;citrus fruit;;;
frankfurter;pip fruit;root vegetables;other vegetables;whole milk
sausage;soda;liquor (appetizer);shopping bags;
canned beer;;;;
frankfurter;root vegetables;whole milk;frozen vegetables;coffee
beef;citrus fruit;whole milk;;
yogurt;UHT-milk;rolls/buns;candles;
long life bakery product;;;;
other vegetables;butter;yogurt;rolls/buns;pastry
pastry;;;;
sausage;citrus fruit;whole milk;yogurt;beverages
canned beer;;;;
sausage;citrus fruit;other vegetables;hard cheese;cream cheese 
canned beer;;;;
finished products;soda;specialty chocolate;;
other vegetables;whole milk;yogurt;specialty cheese;bottled water
pork;other vegetables;rolls/buns;;
beef;root vegetables;other vegetables;whole milk;domestic eggs
specialty bar;;;;
canned beer;;;;
bottled beer;;;;
ham;citrus fruit;root vegetables;whipped/sour cream;canned beer
tropical fruit;whole milk;;;
chicken;sugar;photo/film;;
pork;hamburger meat;pip fruit;herbs;other vegetables
yogurt;;;;
chicken;other vegetables;bottled water;chewing gum;softener
sausage;ham;pip fruit;whole milk;butter milk
hard cheese;white bread;brown bread;;
long life bakery product;;;;
chicken;;;;
frankfurter;beef;citrus fruit;whole milk;rolls/buns
pastry;mustard;bottled beer;;
shopping bags;;;;
tropical fruit;rolls/buns;pastry;;
frozen meals;rolls/buns;bottled beer;;
whole milk;;;;
pork;sugar;newspapers;;
hamburger meat;pip fruit;whole milk;hard cheese;chocolate
other vegetables;pastry;candy;napkins;
domestic eggs;rolls/buns;;;
hamburger meat;hard cheese;frozen vegetables;soda;
berries;root vegetables;whole milk;curd;frozen fish
pastry;soda;;;
sausage;yogurt;rolls/buns;soda;
frozen vegetables;;;;
dessert;rolls/buns;sugar;bottled water;
pip fruit;whole milk;domestic eggs;;
liver loaf;beef;onions;specialty chocolate;napkins
root vegetables;whole milk;rolls/buns;specialty chocolate;
root vegetables;yogurt;pastry;;
other vegetables;rolls/buns;soda;;
chicken;pip fruit;whole milk;pastry;coffee
rolls/buns;;;;
butter milk;canned fish;;;
butter milk;soft cheese;rolls/buns;;
onions;other vegetables;specialty cheese;;
ham;hamburger meat;other vegetables;whole milk;curd
coffee;;;;
chicken;other vegetables;whole milk;yogurt;frozen vegetables
whole milk;curd;dessert;shopping bags;
frankfurter;hamburger meat;tropical fruit;root vegetables;domestic eggs
citrus fruit;pip fruit;whole milk;curd;whipped/sour cream
tropical fruit;whole milk;cat food;popcorn;specialty bar
citrus fruit;other vegetables;butter;brown bread;baking powder
whole milk;;;;
canned beer;;;;
canned beer;;;;
citrus fruit;rolls/buns;pastry;soda;pot plants
chicken;onions;other vegetables;whole milk;frozen fish
canned beer;;;;
sugar;bottled water;white wine;;
pork;tropical fruit;whole milk;curd;frozen meals
rolls/buns;soda;waffles;chewing gum;
whole milk;frozen vegetables;rolls/buns;pastry;kitchen towels
rolls/buns;brown bread;fruit/vegetable juice;newspapers;
mayonnaise;rolls/buns;;;
rolls/buns;;;;
pork;frozen vegetables;pastry;misc. beverages;
citrus fruit;other vegetables;whole milk;flour;
beverages;;;;
napkins;;;;
canned beer;;;;
soda;chewing gum;newspapers;photo/film;
bottled beer;liquor (appetizer);dishes;;
sausage;pork;beef;hamburger meat;grapes
sausage;bottled beer;dish cleaner;;
rolls/buns;canned beer;;;
tropical fruit;grapes;UHT-milk;pickled vegetables;jam
frankfurter;pork;root vegetables;whole milk;yogurt
sausage;citrus fruit;berries;other vegetables;hard cheese
sausage;butter milk;rolls/buns;bottled water;soda
whole milk;rolls/buns;;;
root vegetables;herbs;whole milk;butter milk;cream cheese 
sausage;rolls/buns;brandy;;
root vegetables;other vegetables;whole milk;butter;mustard
tropical fruit;candy;;;
hamburger meat;fruit/vegetable juice;canned beer;white wine;
meat;whole milk;yogurt;soda;male cosmetics
soda;;;;
frankfurter;white bread;margarine;shopping bags;
other vegetables;;;;
whole milk;fruit/vegetable juice;;;
pastry;newspapers;;;
canned beer;salty snack;;;
canned beer;;;;
condensed milk;coffee;;;
ham;citrus fruit;tropical fruit;whole milk;yogurt
cream cheese ;;;;
pork;root vegetables;onions;other vegetables;margarine
pastry;soda;;;
citrus fruit;pip fruit;root vegetables;onions;herbs
meat;finished products;white bread;long life bakery product;shopping bags
soda;fruit/vegetable juice;specialty bar;;
yogurt;cream cheese ;rolls/buns;chocolate;
whipped/sour cream;domestic eggs;margarine;;
sausage;other vegetables;yogurt;bottled water;soda
canned beer;;;;
root vegetables;other vegetables;photo/film;;
pastry;soda;;;
rolls/buns;coffee;red/blush wine;chewing gum;
rolls/buns;;;;
frankfurter;sausage;pip fruit;other vegetables;rolls/buns
sausage;yogurt;rolls/buns;pastry;dog food
liquor;;;;
yogurt;rolls/buns;;;
frankfurter;rolls/buns;brown bread;shopping bags;
ham;pork;other vegetables;whole milk;frozen vegetables
chocolate;;;;
bottled beer;newspapers;;;
chicken;citrus fruit;tropical fruit;other vegetables;whole milk
specialty cheese;hygiene articles;newspapers;shopping bags;
frankfurter;sausage;citrus fruit;root vegetables;other vegetables
pip fruit;bottled beer;;;
canned beer;;;;
pork;other vegetables;soda;;
canned beer;;;;
beef;root vegetables;other vegetables;whole milk;dessert
rolls/buns;pastry;;;
dental care;male cosmetics;;;
sausage;turkey;beef;citrus fruit;herbs
rolls/buns;soda;;;
whole milk;pastry;soda;;
beef;tropical fruit;root vegetables;whole milk;
ham;whole milk;domestic eggs;tea;bottled water
finished products;chicken;pork;beef;hamburger meat
dessert;beverages;ice cream;soda;
rolls/buns;bottled water;bottled beer;;
sausage;liver loaf;misc. beverages;fruit/vegetable juice;canned beer
citrus fruit;soda;misc. beverages;canned beer;chocolate
whole milk;frozen vegetables;;;
whole milk;curd;margarine;;
sausage;yogurt;cream;;
root vegetables;whole milk;oil;mustard;fruit/vegetable juice
organic sausage;rolls/buns;;;
pork;tropical fruit;other vegetables;coffee;shopping bags
dessert;yogurt;rolls/buns;meat spreads;bottled water
canned beer;;;;
citrus fruit;root vegetables;other vegetables;whipped/sour cream;processed cheese
hamburger meat;root vegetables;frozen vegetables;rolls/buns;brown bread
citrus fruit;tropical fruit;pip fruit;grapes;berries
other vegetables;;;;
canned beer;;;;
rolls/buns;canned fruit;;;
ham;other vegetables;condensed milk;domestic eggs;salty snack
beverages;waffles;;;
whole milk;brown bread;pastry;;
canned beer;;;;
frankfurter;sausage;whole milk;margarine;sauces
whole milk;frozen dessert;margarine;snack products;
citrus fruit;;;;
frankfurter;pork;herbs;other vegetables;butter
frankfurter;sausage;other vegetables;whole milk;butter
yogurt;beverages;bottled beer;dishes;
whipped/sour cream;condensed milk;domestic eggs;flour;oil
candy;;;;
frankfurter;rolls/buns;;;
chicken;beef;pip fruit;berries;other vegetables
sausage;rolls/buns;;;
brown bread;;;;
pip fruit;other vegetables;whole milk;whipped/sour cream;coffee
bottled water;long life bakery product;;;
chicken;UHT-milk;frozen vegetables;ice cream;pickled vegetables
sausage;tropical fruit;other vegetables;butter;sliced cheese
chicken;pork;butter;candles;
pork;yogurt;beverages;frozen vegetables;frozen meals
ham;rolls/buns;soda;shopping bags;
citrus fruit;root vegetables;domestic eggs;margarine;dishes
rolls/buns;pastry;pasta;soda;fruit/vegetable juice
tropical fruit;nuts/prunes;whole milk;whipped/sour cream;waffles
other vegetables;whole milk;whipped/sour cream;condensed milk;rolls/buns
other vegetables;white bread;newspapers;;
photo/film;;;;
pork;tropical fruit;root vegetables;whipped/sour cream;UHT-milk
pastry;sugar;mustard;chewing gum;shopping bags
frankfurter;;;;
rolls/buns;soda;;;
berries;cookware;flower (seeds);;
photo/film;shopping bags;;;
photo/film;;;;
whole milk;butter;curd;frozen vegetables;bottled water
waffles;;;;
sausage;sliced cheese;cream cheese ;candy;shopping bags
hamburger meat;other vegetables;margarine;sugar;baking powder
canned beer;;;;
other vegetables;specialty cheese;;;
chicken;whole milk;frozen vegetables;brown bread;sugar
ice cream;chewing gum;;;
pork;tropical fruit;root vegetables;herbs;whole milk
citrus fruit;pip fruit;other vegetables;whole milk;butter
frozen meals;pastry;pasta;;
ham;meat;chicken;tropical fruit;berries
hamburger meat;hard cheese;pasta;canned vegetables;
soda;misc. beverages;sparkling wine;chewing gum;specialty chocolate
frankfurter;root vegetables;;;
canned beer;;;;
frozen meals;soda;shopping bags;;
whole milk;;;;
misc. beverages;;;;
canned beer;;;;
root vegetables;;;;
sausage;onions;;;
canned beer;male cosmetics;;;
tropical fruit;onions;spread cheese;coffee;canned beer
pastry;soda;;;
sausage;ham;dessert;;
canned beer;;;;
soda;;;;
canned beer;newspapers;;;
cat food;waffles;;;
sausage;meat;pork;root vegetables;other vegetables
bottled water;soda;;;
soda;chocolate;;;
rolls/buns;;;;
pork;;;;
frozen meals;;;;
soda;;;;
pastry;soda;;;
shopping bags;;;;
brown bread;bottled water;;;
yogurt;;;;
bottled beer;;;;
pip fruit;whole milk;rolls/buns;pickled vegetables;waffles
hamburger meat;other vegetables;frozen vegetables;frozen meals;cat food
long life bakery product;pot plants;;;
ham;whipped/sour cream;beverages;domestic eggs;fruit/vegetable juice
butter;napkins;;;
whole milk;seasonal products;shopping bags;;
dessert;;;;
photo/film;;;;
bags;;;;
rolls/buns;brown bread;;;
brown bread;bottled water;soda;fruit/vegetable juice;bottled beer
beef;root vegetables;other vegetables;margarine;salty snack
dessert;soft cheese;rolls/buns;;
misc. beverages;;;;
sugar;;;;
sausage;rolls/buns;soda;chocolate;
whole milk;canned fish;newspapers;;
sausage;finished products;beverages;domestic eggs;pastry
canned beer;;;;
citrus fruit;tropical fruit;frozen meals;frozen dessert;rolls/buns
sausage;bottled beer;liquor;red/blush wine;
whole milk;newspapers;;;
pip fruit;whole milk;pastry;waffles;cake bar
frankfurter;bottled beer;;;
citrus fruit;whole milk;;;
misc. beverages;;;;
frankfurter;beef;brown bread;margarine;soda
chocolate;napkins;;;
ham;tropical fruit;pip fruit;grapes;berries
frankfurter;brown bread;bottled beer;;
brown bread;;;;
rolls/buns;white bread;waffles;;
pip fruit;zwieback;salty snack;cake bar;specialty bar
sausage;root vegetables;whole milk;rolls/buns;brown bread
root vegetables;whole milk;rolls/buns;;
pork;brown bread;salt;liquor;shopping bags
whole milk;yogurt;rolls/buns;waffles;specialty bar
beverages;;;;
tropical fruit;domestic eggs;newspapers;;
specialty chocolate;;;;
pastry;;;;
cat food;;;;
chicken;citrus fruit;root vegetables;other vegetables;beverages
bottled beer;liquor;red/blush wine;;
whipped/sour cream;candy;;;
long life bakery product;;;;
beef;root vegetables;white wine;shopping bags;
salty snack;;;;
other vegetables;soda;specialty bar;;
meat;citrus fruit;root vegetables;whole milk;dessert
fish;rolls/buns;pot plants;;
whole milk;sliced cheese;long life bakery product;candy;hair spray
detergent;;;;
hamburger meat;photo/film;;;
whole milk;dessert;yogurt;sliced cheese;rolls/buns
beef;;;;
frozen meals;bottled beer;;;
pip fruit;yogurt;;;
yogurt;frozen vegetables;decalcifier;;
rolls/buns;;;;
whole milk;frozen meals;pasta;candy;
ham;frozen meals;rolls/buns;canned fish;coffee
frozen meals;;;;
ice cream;canned fruit;canned beer;shopping bags;
pork;frozen potato products;rolls/buns;margarine;coffee
chewing gum;;;;
tropical fruit;root vegetables;other vegetables;butter;dessert
whole milk;pastry;sugar;soda;hygiene articles
whole milk;cereals;;;
bottled water;soda;;;
sausage;whole milk;rolls/buns;;
whole milk;napkins;;;
whole milk;;;;
whole milk;specialty bar;;;
pork;tropical fruit;white bread;soda;bottled beer
curd;;;;
dessert;frozen potato products;specialty chocolate;;
waffles;;;;
onions;other vegetables;spread cheese;misc. beverages;
misc. beverages;canned beer;;;
shopping bags;;;;
white wine;;;;
frankfurter;curd;semi-finished bread;;
white bread;canned beer;;;
pork;beef;other vegetables;curd;whipped/sour cream
other vegetables;whole milk;;;
pork;;;;
berries;salt;organic products;cat food;soda
frankfurter;root vegetables;bottled beer;shopping bags;
root vegetables;whole milk;hard cheese;candy;
finished products;pip fruit;frozen potato products;soda;
bottled water;misc. beverages;bottled beer;;
margarine;coffee;instant coffee;soda;canned beer
soda;shopping bags;;;
hamburger meat;whole milk;canned vegetables;soda;
root vegetables;onions;other vegetables;whole milk;curd
root vegetables;onions;other vegetables;curd;whipped/sour cream
soda;;;;
canned beer;;;;
frozen fish;;;;
beverages;;;;
pip fruit;;;;
pot plants;;;;
pork;whole milk;;;
fruit/vegetable juice;;;;
fruit/vegetable juice;;;;
fruit/vegetable juice;salty snack;;;
tropical fruit;;;;
yogurt;misc. beverages;;;
canned beer;;;;
canned beer;;;;
cream cheese ;rolls/buns;candy;shopping bags;
bottled water;;;;
sausage;hamburger meat;citrus fruit;other vegetables;dessert
soda;bottled beer;liquor;red/blush wine;
newspapers;;;;
whole milk;beverages;;;
pot plants;;;;
yogurt;hard cheese;sugar;bottled beer;
roll products ;misc. beverages;;;
soft cheese;;;;
frozen meals;;;;
ice cream;;;;
frankfurter;pork;tropical fruit;whole milk;whipped/sour cream
meat;turkey;tropical fruit;root vegetables;onions
soda;;;;
butter milk;pastry;;;
frozen potato products;rolls/buns;oil;bottled water;canned beer
other vegetables;margarine;coffee;canned beer;flower (seeds)
frankfurter;pork;whole milk;pastry;soda
misc. beverages;salty snack;;;
sausage;UHT-milk;;;
butter;yogurt;rolls/buns;detergent;shopping bags
frankfurter;pork;beef;hamburger meat;other vegetables
bottled water;;;;
kitchen towels;;;;
other vegetables;whole milk;bottled water;soda;fruit/vegetable juice
butter;ice cream;margarine;soda;
